instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
11644418,45486,NIFTY17MAR6650PE,,0.05,2017-03-30,6650.0,0.05,75,PE,NFO-OPT,NFO
11642882,45480,BANKNIFTY17MAR19400PE,,791.35,2017-03-30,19400.0,0.05,40,PE,NFO-OPT,NFO
25412098,99266,TVSMOTOR17FEB300PE,,0.15,2017-02-23,300.0,0.05,2000,PE,NFO-OPT,NFO
9137154,35692,IGL17JAN1280CE,,0.05,2017-01-25,1280.0,0.05,1100,CE,NFO-OPT,NFO
18500354,72267,HEXAWARE17FEB140CE,,61.55,2017-02-23,140.0,0.05,3000,CE,NFO-OPT,NFO
11642370,45478,BANKNIFTY17MAR19300PE,,736.35,2017-03-30,19300.0,0.05,40,PE,NFO-OPT,NFO
11642626,45479,BANKNIFTY17MAR19400CE,,570.25,2017-03-30,19400.0,0.05,40,CE,NFO-OPT,NFO
18500866,72269,HEXAWARE17FEB145CE,,56.6,2017-02-23,145.0,0.05,3000,CE,NFO-OPT,NFO
22578178,88196,ORIENTBANK17JAN165CE,,0.05,2017-01-25,165.0,0.05,6000,CE,NFO-OPT,NFO
9093890,35523,BOSCHLTD17MAR22050CE,,1040.9,2017-03-30,22050.0,0.05,25,CE,NFO-OPT,NFO
9128194,35657,HDFC17JAN1800CE,,0.05,2017-01-25,1800.0,0.05,500,CE,NFO-OPT,NFO
23768834,92847,MINDTREE17FEB440CE,,59.85,2017-02-23,440.0,0.05,1200,CE,NFO-OPT,NFO
11643138,45481,BANKNIFTY17MAR19500CE,,528.9,2017-03-30,19500.0,0.05,40,CE,NFO-OPT,NFO
11643394,45482,BANKNIFTY17MAR19500PE,,848.65,2017-03-30,19500.0,0.05,40,PE,NFO-OPT,NFO
13978882,54605,BANKNIFTY19JAN1720400PE,,1466.55,2017-01-19,20400.0,0.05,40,PE,NFO-OPT,NFO
11643650,45483,BANKNIFTY17MAR19600CE,,489.75,2017-03-30,19600.0,0.05,40,CE,NFO-OPT,NFO
11643906,45484,BANKNIFTY17MAR19600PE,,908.15,2017-03-30,19600.0,0.05,40,PE,NFO-OPT,NFO
11644162,45485,NIFTY17MAR6650CE,,1841.8,2017-03-30,6650.0,0.05,75,CE,NFO-OPT,NFO
14897410,58193,GLENMARK17JAN860CE,,40.0,2017-01-25,860.0,0.05,700,CE,NFO-OPT,NFO
24087298,94091,POWERGRID17FEB165CE,,33.7,2017-02-23,165.0,0.05,4000,CE,NFO-OPT,NFO
11053058,43176,NIFTY20JUN4700PE,,0.45,2020-06-25,4700.0,0.05,75,PE,NFO-OPT,NFO
11642114,45477,BANKNIFTY17MAR19300CE,,613.85,2017-03-30,19300.0,0.05,40,CE,NFO-OPT,NFO
25423362,99310,UBL17FEB520PE,,0.05,2017-02-23,520.0,0.05,700,PE,NFO-OPT,NFO
14911746,58249,ACC17FEB1500CE,,4.0,2017-02-23,1500.0,0.05,400,CE,NFO-OPT,NFO
11644674,45487,NIFTY17MAR6750CE,,1743.2,2017-03-30,6750.0,0.05,75,CE,NFO-OPT,NFO
11645954,45492,NIFTY17MAR6950PE,,0.15,2017-03-30,6950.0,0.05,75,PE,NFO-OPT,NFO
11644930,45488,NIFTY17MAR6750PE,,0.05,2017-03-30,6750.0,0.05,75,PE,NFO-OPT,NFO
23066114,90102,STAR17JAN1280CE,,2.4,2017-01-25,1280.0,0.05,500,CE,NFO-OPT,NFO
23771394,92857,MINDTREE17FEB490CE,,27.1,2017-02-23,490.0,0.05,1200,CE,NFO-OPT,NFO
11486210,44868,NIFTYCPSE17FEBFUT,,2515.85,2017-02-23,-0.01,0.05,250,FUT,NFO-FUT,NFO
9160962,35785,UPL17FEB900CE,,0.6,2017-02-23,900.0,0.05,1200,CE,NFO-OPT,NFO
11485442,44865,BANKNIFTY17MARFUT,,18996.95,2017-03-30,-0.01,0.05,40,FUT,NFO-FUT,NFO
11645186,45489,NIFTY17MAR6850CE,,1644.6,2017-03-30,6850.0,0.05,75,CE,NFO-OPT,NFO
11645442,45490,NIFTY17MAR6850PE,,0.05,2017-03-30,6850.0,0.05,75,PE,NFO-OPT,NFO
24088322,94095,POWERGRID17FEB175CE,,24.55,2017-02-23,175.0,0.05,4000,CE,NFO-OPT,NFO
11645698,45491,NIFTY17MAR6950CE,,1546.05,2017-03-30,6950.0,0.05,75,CE,NFO-OPT,NFO
11646210,45493,NIFTY17MAR7050CE,,1447.6,2017-03-30,7050.0,0.05,75,CE,NFO-OPT,NFO
11646978,45496,NIFTY17MAR7050PE,,0.3,2017-03-30,7050.0,0.05,75,PE,NFO-OPT,NFO
13982722,54620,BANKNIFTY19JAN1720700CE,,0.05,2017-01-19,20700.0,0.05,40,CE,NFO-OPT,NFO
25462786,99464,UNIONBANK17FEB90PE,,0.05,2017-02-23,90.0,0.05,4000,PE,NFO-OPT,NFO
11485698,44866,NIFTY17MARFUT,,8463.35,2017-03-30,-0.01,0.05,75,FUT,NFO-FUT,NFO
11485954,44867,NIFTYCPSE17JANFUT,,2502.4,2017-01-25,-0.01,0.05,250,FUT,NFO-FUT,NFO
11486466,44869,NIFTYCPSE17MARFUT,,2531.95,2017-03-30,-0.01,0.05,250,FUT,NFO-FUT,NFO
9163266,35794,WIPRO17FEB660PE,,170.7,2017-02-23,660.0,0.05,1200,PE,NFO-OPT,NFO
11091202,43325,TATASTEEL17JAN590PE,,142.65,2017-01-25,590.0,0.05,2000,PE,NFO-OPT,NFO
18505986,72289,HEXAWARE17FEB185CE,,19.45,2017-02-23,185.0,0.05,3000,CE,NFO-OPT,NFO
24088578,94096,POWERGRID17FEB175PE,,1.1,2017-02-23,175.0,0.05,4000,PE,NFO-OPT,NFO
11491586,44889,ACC17MARFUT,,1348.05,2017-03-30,-0.01,0.05,400,FUT,NFO-FUT,NFO
11648258,45501,NIFTY17MAR7350CE,,1153.5,2017-03-30,7350.0,0.05,75,CE,NFO-OPT,NFO
11493378,44896,ALBK17MARFUT,,66.6,2017-03-30,-0.01,0.05,10000,FUT,NFO-FUT,NFO
9165314,35802,MRF17JAN47650CE,,5897.0,2017-01-25,47650.0,0.05,15,CE,NFO-OPT,NFO
11648514,45502,NIFTY17MAR7350PE,,2.05,2017-03-30,7350.0,0.05,75,PE,NFO-OPT,NFO
24099330,94138,PTC17FEB45PE,,0.05,2017-02-23,45.0,0.05,8000,PE,NFO-OPT,NFO
11491842,44890,ADANIENT17MARFUT,,79.6,2017-03-30,-0.01,0.05,8000,FUT,NFO-FUT,NFO
11492098,44891,ADANIPORTS17MARFUT,,298.15,2017-03-30,-0.01,0.05,2500,FUT,NFO-FUT,NFO
11648770,45503,NIFTY17MAR7450CE,,1056.5,2017-03-30,7450.0,0.05,75,CE,NFO-OPT,NFO
11492866,44894,ADANIPOWER17MARFUT,,36.65,2017-03-30,-0.01,0.05,20000,FUT,NFO-FUT,NFO
9165570,35803,MRF17JAN47650PE,,86.8,2017-01-25,47650.0,0.05,15,PE,NFO-OPT,NFO
11628546,45424,BANKNIFTY17MAR18000CE,,1388.45,2017-03-30,18000.0,0.05,40,CE,NFO-OPT,NFO
11640578,45471,BANKNIFTY17MAR19000CE,,758.4,2017-03-30,19000.0,0.05,40,CE,NFO-OPT,NFO
11649538,45506,NIFTY17MAR7450PE,,3.7,2017-03-30,7450.0,0.05,75,PE,NFO-OPT,NFO
11647234,45497,NIFTY17MAR7150CE,,1349.25,2017-03-30,7150.0,0.05,75,CE,NFO-OPT,NFO
11649794,45507,NIFTY17MAR7550CE,,960.6,2017-03-30,7550.0,0.05,75,CE,NFO-OPT,NFO
11650050,45508,NIFTY17MAR7550PE,,6.4,2017-03-30,7550.0,0.05,75,PE,NFO-OPT,NFO
11650306,45509,NIFTY17MAR7650CE,,866.2,2017-03-30,7650.0,0.05,75,CE,NFO-OPT,NFO
11651074,45512,NIFTY17MAR7650PE,,10.65,2017-03-30,7650.0,0.05,75,PE,NFO-OPT,NFO
11651330,45513,NIFTY17MAR7750CE,,773.95,2017-03-30,7750.0,0.05,75,CE,NFO-OPT,NFO
11647490,45498,NIFTY17MAR7150PE,,0.55,2017-03-30,7150.0,0.05,75,PE,NFO-OPT,NFO
11647746,45499,NIFTY17MAR7250CE,,1251.15,2017-03-30,7250.0,0.05,75,CE,NFO-OPT,NFO
11648002,45500,NIFTY17MAR7250PE,,1.1,2017-03-30,7250.0,0.05,75,PE,NFO-OPT,NFO
14635010,57168,NIFTY17FEB6500CE,,1900.0,2017-02-23,6500.0,0.05,75,CE,NFO-OPT,NFO
15184130,59313,AJANTPHARM17FEB1900PE,,129.4,2017-02-23,1900.0,0.05,400,PE,NFO-OPT,NFO
17922306,70009,LT17JAN1840CE,,0.05,2017-01-25,1840.0,0.05,500,CE,NFO-OPT,NFO
18520578,72346,OFSS17MAR3550PE,,304.8,2017-03-30,3550.0,0.05,150,PE,NFO-OPT,NFO
22277378,87021,NIITTECH17JAN400PE,,1.0,2017-01-25,400.0,0.05,1500,PE,NFO-OPT,NFO
23772930,92863,MINDTREE17FEB520CE,,14.85,2017-02-23,520.0,0.05,1200,CE,NFO-OPT,NFO
25481218,99536,UPL17FEB540PE,,0.75,2017-02-23,540.0,0.05,1200,PE,NFO-OPT,NFO
11490050,44883,NIFTYPSE17MARFUT,,3995.35,2017-03-30,-0.01,0.05,200,FUT,NFO-FUT,NFO
11490818,44886,ABIRLANUVO17MARFUT,,1274.4,2017-03-30,-0.01,0.05,400,FUT,NFO-FUT,NFO
9169666,35819,MRF17JAN47900PE,,102.9,2017-01-25,47900.0,0.05,15,PE,NFO-OPT,NFO
11620354,45392,BANKNIFTY17MAR17400CE,,1863.4,2017-03-30,17400.0,0.05,40,CE,NFO-OPT,NFO
24099586,94139,PTC17FEB47.5CE,,36.2,2017-02-23,47.5,0.05,8000,CE,NFO-OPT,NFO
11653378,45521,NIFTY17MAR8050CE,,517.6,2017-03-30,8050.0,0.05,75,CE,NFO-OPT,NFO
11494146,44899,AMBUJACEM17MARFUT,,216.25,2017-03-30,-0.01,0.05,2500,FUT,NFO-FUT,NFO
11653634,45522,NIFTY17MAR8050PE,,56.55,2017-03-30,8050.0,0.05,75,PE,NFO-OPT,NFO
11494402,44900,ANDHRABANK17MARFUT,,50.0,2017-03-30,-0.01,0.05,10000,FUT,NFO-FUT,NFO
11497986,44914,APOLLOHOSP17MARFUT,,1204.0,2017-03-30,-0.01,0.05,400,FUT,NFO-FUT,NFO
12337922,48195,BANKNIFTY17JAN19200CE,,86.55,2017-01-25,19200.0,0.05,40,CE,NFO-OPT,NFO
11652354,45517,NIFTY17MAR7850CE,,684.6,2017-03-30,7850.0,0.05,75,CE,NFO-OPT,NFO
9176578,35846,S&P50017SEP2315PE,,37.55,2017-09-15,2315.0,0.05,250,PE,NFO-OPT,NFO
12369666,48319,NIFTY17JAN7750CE,,666.75,2017-01-25,7750.0,0.05,75,CE,NFO-OPT,NFO
9181186,35864,BEL17FEB1760CE,,13.5,2017-02-23,1760.0,0.05,450,CE,NFO-OPT,NFO
11652610,45518,NIFTY17MAR7850PE,,26.3,2017-03-30,7850.0,0.05,75,PE,NFO-OPT,NFO
14047746,54874,CROMPGREAV17JAN42.5PE,,0.05,2017-01-25,42.5,0.05,12000,PE,NFO-OPT,NFO
15228674,59487,HAVELLS17JAN400PE,,30.05,2017-01-25,400.0,0.05,2000,PE,NFO-OPT,NFO
17939714,70077,DABUR17FEB295CE,,5.15,2017-02-23,295.0,0.05,2500,CE,NFO-OPT,NFO
11652866,45519,NIFTY17MAR7950CE,,598.85,2017-03-30,7950.0,0.05,75,CE,NFO-OPT,NFO
18522370,72353,OFSS17MAR3750CE,,23.1,2017-03-30,3750.0,0.05,150,CE,NFO-OPT,NFO
18552322,72470,HINDPETRO17FEB370CE,,121.9,2017-02-23,370.0,0.05,2100,CE,NFO-OPT,NFO
11653122,45520,NIFTY17MAR7950PE,,39.2,2017-03-30,7950.0,0.05,75,PE,NFO-OPT,NFO
18535426,72404,HINDALCO17FEB125CE,,48.5,2017-02-23,125.0,0.05,3500,CE,NFO-OPT,NFO
18537730,72413,HINDALCO17FEB145PE,,2.1,2017-02-23,145.0,0.05,3500,PE,NFO-OPT,NFO
18551298,72466,HINDPETRO17FEB350CE,,141.6,2017-02-23,350.0,0.05,2100,CE,NFO-OPT,NFO
23395586,91389,TORNTPHARM17JAN2100PE,,761.7,2017-01-25,2100.0,0.05,400,PE,NFO-OPT,NFO
23776002,92875,MINDTREE17FEB580CE,,3.4,2017-02-23,580.0,0.05,1200,CE,NFO-OPT,NFO
24116994,94207,RCOM17FEB35CE,,1.2,2017-02-23,35.0,0.05,12000,CE,NFO-OPT,NFO
9181442,35865,BEL17FEB1760PE,,231.75,2017-02-23,1760.0,0.05,450,PE,NFO-OPT,NFO
11652098,45516,NIFTY17MAR7750PE,,17.05,2017-03-30,7750.0,0.05,75,PE,NFO-OPT,NFO
24117250,94208,RCOM17FEB35PE,,4.3,2017-02-23,35.0,0.05,12000,PE,NFO-OPT,NFO
11500802,44925,AXISBANK17MARFUT,,479.4,2017-03-30,-0.01,0.05,1200,FUT,NFO-FUT,NFO
11501058,44926,BAJAJ-AUTO17MARFUT,,2746.35,2017-03-30,-0.01,0.05,250,FUT,NFO-FUT,NFO
11656706,45534,NIFTY17MAR8550CE,,202.45,2017-03-30,8550.0,0.05,75,CE,NFO-OPT,NFO
13848322,54095,CESC17JAN430CE,,245.35,2017-01-25,430.0,0.05,1100,CE,NFO-OPT,NFO
14053634,54897,CONCOR17MAR900PE,,0.8,2017-03-30,900.0,0.05,500,PE,NFO-OPT,NFO
15260674,59612,AMARAJABAT17FEB720CE,,186.0,2017-02-23,720.0,0.05,600,CE,NFO-OPT,NFO
17943554,70092,LUPIN17JAN1600PE,,104.75,2017-01-25,1600.0,0.05,400,PE,NFO-OPT,NFO
11503362,44935,BEL17MARFUT,,1550.0,2017-03-30,-0.01,0.05,450,FUT,NFO-FUT,NFO
18555650,72483,HINDPETRO17FEB370PE,,0.25,2017-02-23,370.0,0.05,2100,PE,NFO-OPT,NFO
18555906,72484,HINDPETRO17FEB380CE,,112.2,2017-02-23,380.0,0.05,2100,CE,NFO-OPT,NFO
11654402,45525,NIFTY17MAR8250CE,,371.55,2017-03-30,8250.0,0.05,75,CE,NFO-OPT,NFO
11654658,45526,NIFTY17MAR8250PE,,107.75,2017-03-30,8250.0,0.05,75,PE,NFO-OPT,NFO
18556930,72488,HINDPETRO17FEB400CE,,93.15,2017-02-23,400.0,0.05,2100,CE,NFO-OPT,NFO
23134722,90370,SYNDIBANK17JAN42.5CE,,22.15,2017-01-25,42.5,0.05,9000,CE,NFO-OPT,NFO
18557186,72489,HINDPETRO17FEB400PE,,1.25,2017-02-23,400.0,0.05,2100,PE,NFO-OPT,NFO
23777538,92881,MINDTREE17FEB610CE,,1.45,2017-02-23,610.0,0.05,1200,CE,NFO-OPT,NFO
9206530,35963,NMDC17JAN175CE,,0.05,2017-01-25,175.0,0.05,6000,CE,NFO-OPT,NFO
11655682,45530,NIFTY17MAR8350CE,,308.2,2017-03-30,8350.0,0.05,75,CE,NFO-OPT,NFO
9208322,35970,PAGEIND17JAN17450PE,,3351.4,2017-01-25,17450.0,0.05,50,PE,NFO-OPT,NFO
24119042,94215,RCOM17FEB45CE,,0.05,2017-02-23,45.0,0.05,12000,CE,NFO-OPT,NFO
25508354,99642,VOLTAS17FEB200PE,,0.05,2017-02-23,200.0,0.05,2000,PE,NFO-OPT,NFO
11655938,45531,NIFTY17MAR8350PE,,143.0,2017-03-30,8350.0,0.05,75,PE,NFO-OPT,NFO
11656194,45532,NIFTY17MAR8450CE,,251.8,2017-03-30,8450.0,0.05,75,CE,NFO-OPT,NFO
11656450,45533,NIFTY17MAR8450PE,,185.25,2017-03-30,8450.0,0.05,75,PE,NFO-OPT,NFO
11500290,44923,AUROPHARMA17MARFUT,,714.3,2017-03-30,-0.01,0.05,700,FUT,NFO-FUT,NFO
9208578,35971,PCJEWELLER17JAN720CE,,0.05,2017-01-25,720.0,0.05,1500,CE,NFO-OPT,NFO
11654146,45524,NIFTY17MAR8150PE,,79.5,2017-03-30,8150.0,0.05,75,PE,NFO-OPT,NFO
24119298,94216,RCOM17FEB45PE,,13.35,2017-02-23,45.0,0.05,12000,PE,NFO-OPT,NFO
11661058,45551,NIFTY17MAR9150CE,,38.75,2017-03-30,9150.0,0.05,75,CE,NFO-OPT,NFO
11660034,45547,NIFTY17MAR8950CE,,71.95,2017-03-30,8950.0,0.05,75,CE,NFO-OPT,NFO
14060034,54922,CONCOR17MAR940PE,,1.8,2017-03-30,940.0,0.05,500,PE,NFO-OPT,NFO
11504642,44940,BHEL17MARFUT,,130.55,2017-03-30,-0.01,0.05,5000,FUT,NFO-FUT,NFO
11660290,45548,NIFTY17MAR8950PE,,498.5,2017-03-30,8950.0,0.05,75,PE,NFO-OPT,NFO
17241858,67351,ITC17JAN170CE,,80.05,2017-01-25,170.0,0.05,2400,CE,NFO-OPT,NFO
17948674,70112,LUPIN17JAN1900PE,,399.75,2017-01-25,1900.0,0.05,400,PE,NFO-OPT,NFO
18558466,72494,HINDPETRO17FEB430CE,,66.5,2017-02-23,430.0,0.05,2100,CE,NFO-OPT,NFO
18559746,72499,HINDPETRO17FEB450PE,,8.55,2017-02-23,450.0,0.05,2100,PE,NFO-OPT,NFO
9248770,36128,JINDALSTEL17FEB120PE,,40.85,2017-02-23,120.0,0.05,9000,PE,NFO-OPT,NFO
18561282,72505,HINDPETRO17FEB480PE,,19.55,2017-02-23,480.0,0.05,2100,PE,NFO-OPT,NFO
9318402,36400,DJIA17SEPFUT,,20800.0,2017-09-15,-0.01,2.5,30,FUT,NFO-FUT,NFO
18565122,72520,HINDPETRO17FEB560CE,,5.6,2017-02-23,560.0,0.05,2100,CE,NFO-OPT,NFO
11658498,45541,NIFTY17MAR8650CE,,160.2,2017-03-30,8650.0,0.05,75,CE,NFO-OPT,NFO
22278146,87024,NIITTECH17JAN420CE,,11.95,2017-01-25,420.0,0.05,1500,CE,NFO-OPT,NFO
23779330,92888,MINDTREE17FEB640PE,,144.95,2017-02-23,640.0,0.05,1200,PE,NFO-OPT,NFO
24121858,94226,RCOM17FEB57.5PE,,25.75,2017-02-23,57.5,0.05,12000,PE,NFO-OPT,NFO
9318658,36401,S&P50017SEPFUT,,2374.25,2017-09-15,-0.01,0.25,250,FUT,NFO-FUT,NFO
11503874,44937,BHARATFIN17MARFUT,,663.05,2017-03-30,-0.01,0.05,1000,FUT,NFO-FUT,NFO
25513986,99664,VOLTAS17FEB310PE,,3.7,2017-02-23,310.0,0.05,2000,PE,NFO-OPT,NFO
11659010,45543,NIFTY17MAR8750CE,,124.7,2017-03-30,8750.0,0.05,75,CE,NFO-OPT,NFO
11658754,45542,NIFTY17MAR8650PE,,290.9,2017-03-30,8650.0,0.05,75,PE,NFO-OPT,NFO
11659266,45544,NIFTY17MAR8750PE,,354.05,2017-03-30,8750.0,0.05,75,PE,NFO-OPT,NFO
11659522,45545,NIFTY17MAR8850CE,,95.45,2017-03-30,8850.0,0.05,75,CE,NFO-OPT,NFO
11659778,45546,NIFTY17MAR8850PE,,423.4,2017-03-30,8850.0,0.05,75,PE,NFO-OPT,NFO
11660546,45549,NIFTY17MAR9050CE,,53.25,2017-03-30,9050.0,0.05,75,CE,NFO-OPT,NFO
11660802,45550,NIFTY17MAR9050PE,,578.45,2017-03-30,9050.0,0.05,75,PE,NFO-OPT,NFO
11508738,44956,CASTROLIND17MARFUT,,401.2,2017-03-30,-0.01,0.05,1400,FUT,NFO-FUT,NFO
18565634,72522,HINDPETRO17FEB570CE,,4.3,2017-02-23,570.0,0.05,2100,CE,NFO-OPT,NFO
18565890,72523,HINDPETRO17FEB570PE,,81.15,2017-02-23,570.0,0.05,2100,PE,NFO-OPT,NFO
11662338,45556,NIFTY17MAR9250PE,,750.15,2017-03-30,9250.0,0.05,75,PE,NFO-OPT,NFO
22280194,87032,NIITTECH17JAN460CE,,0.65,2017-01-25,460.0,0.05,1500,CE,NFO-OPT,NFO
22637570,88428,PETRONET17JAN420CE,,0.35,2017-01-25,420.0,0.05,1500,CE,NFO-OPT,NFO
22669826,88554,PFC17JAN100CE,,37.0,2017-01-25,100.0,0.05,6000,CE,NFO-OPT,NFO
11662594,45557,NIFTY17MAR9350CE,,19.5,2017-03-30,9350.0,0.05,75,CE,NFO-OPT,NFO
11662850,45558,NIFTY17MAR9350PE,,840.55,2017-03-30,9350.0,0.05,75,PE,NFO-OPT,NFO
24130306,94259,RECLTD17FEB120CE,,21.5,2017-02-23,120.0,0.05,6000,CE,NFO-OPT,NFO
11507970,44953,CADILAHC17MARFUT,,354.75,2017-03-30,-0.01,0.05,1600,FUT,NFO-FUT,NFO
25521410,99693,VOLTAS17FEB460CE,,0.15,2017-02-23,460.0,0.05,2000,CE,NFO-OPT,NFO
11509506,44959,CEATLTD17MARFUT,,1217.65,2017-03-30,-0.01,0.05,700,FUT,NFO-FUT,NFO
11508226,44954,CAIRN17MARFUT,,267.8,2017-03-30,-0.01,0.05,3500,FUT,NFO-FUT,NFO
11663106,45559,NIFTY17MAR9450CE,,13.45,2017-03-30,9450.0,0.05,75,CE,NFO-OPT,NFO
11508482,44955,CANBK17MARFUT,,279.95,2017-03-30,-0.01,0.05,3000,FUT,NFO-FUT,NFO
11663874,45562,NIFTY17MAR9450PE,,933.15,2017-03-30,9450.0,0.05,75,PE,NFO-OPT,NFO
9254146,36149,WOCKPHARMA17MAR940PE,,233.35,2017-03-30,940.0,0.05,600,PE,NFO-OPT,NFO
9257474,36162,JUSTDIAL17FEB580PE,,205.8,2017-02-23,580.0,0.05,1200,PE,NFO-OPT,NFO
11662082,45555,NIFTY17MAR9250CE,,27.7,2017-03-30,9250.0,0.05,75,CE,NFO-OPT,NFO
14062338,54931,CONCOR17MAR1000CE,,225.3,2017-03-30,1000.0,0.05,500,CE,NFO-OPT,NFO
18565378,72521,HINDPETRO17FEB560PE,,72.55,2017-02-23,560.0,0.05,2100,PE,NFO-OPT,NFO
18576386,72564,HINDUNILVR17FEB600CE,,232.45,2017-02-23,600.0,0.05,600,CE,NFO-OPT,NFO
18578434,72572,HINDUNILVR17FEB680CE,,153.05,2017-02-23,680.0,0.05,600,CE,NFO-OPT,NFO
23411970,91453,TORNTPOWER17JAN220PE,,33.55,2017-01-25,220.0,0.05,3000,PE,NFO-OPT,NFO
11514114,44977,DCBBANK17MARFUT,,125.65,2017-03-30,-0.01,0.05,4500,FUT,NFO-FUT,NFO
9265154,36192,FTSE10017MAR7100CE,,293.85,2017-03-17,7100.0,0.05,100,CE,NFO-OPT,NFO
11510786,44964,COLPAL17MARFUT,,911.9,2017-03-30,-0.01,0.05,700,FUT,NFO-FUT,NFO
9265666,36194,BOSCHLTD17MAR22100PE,,1554.85,2017-03-30,22100.0,0.05,25,PE,NFO-OPT,NFO
11664386,45564,NIFTY17MAR9550PE,,1027.5,2017-03-30,9550.0,0.05,75,PE,NFO-OPT,NFO
11664642,45565,NIFTY21DEC5700CE,,4310.6,2021-12-30,5700.0,0.05,75,CE,NFO-OPT,NFO
18579970,72578,HINDUNILVR17FEB740CE,,94.05,2017-02-23,740.0,0.05,600,CE,NFO-OPT,NFO
11667202,45575,NIFTY21DEC5900PE,,10.5,2021-12-30,5900.0,0.05,75,PE,NFO-OPT,NFO
11511554,44967,CONCOR17MARFUT,,1179.5,2017-03-30,-0.01,0.05,500,FUT,NFO-FUT,NFO
23414530,91463,TV18BRDCST17JAN20PE,,0.05,2017-01-25,20.0,0.05,17000,PE,NFO-OPT,NFO
11511810,44968,CROMPGREAV17MARFUT,,65.25,2017-03-30,-0.01,0.05,12000,FUT,NFO-FUT,NFO
11512066,44969,CUMMINSIND17MARFUT,,864.4,2017-03-30,-0.01,0.05,600,FUT,NFO-FUT,NFO
11664898,45566,NIFTY21DEC5700PE,,7.55,2021-12-30,5700.0,0.05,75,PE,NFO-OPT,NFO
11665154,45567,NIFTY21DEC5800CE,,4240.1,2021-12-30,5800.0,0.05,75,CE,NFO-OPT,NFO
14064386,54939,TATACHEM17JAN220CE,,298.1,2017-01-25,220.0,0.05,1500,CE,NFO-OPT,NFO
15356674,59987,HDFC17JAN1320CE,,1.65,2017-01-25,1320.0,0.05,500,CE,NFO-OPT,NFO
18580226,72579,HINDUNILVR17FEB740PE,,0.6,2017-02-23,740.0,0.05,600,PE,NFO-OPT,NFO
18581762,72585,HINDUNILVR17FEB800PE,,7.95,2017-02-23,800.0,0.05,600,PE,NFO-OPT,NFO
11665410,45568,NIFTY21DEC5800PE,,8.95,2021-12-30,5800.0,0.05,75,PE,NFO-OPT,NFO
18582018,72586,HINDUNILVR17FEB820CE,,28.6,2017-02-23,820.0,0.05,600,CE,NFO-OPT,NFO
11665666,45569,NIFTY21DEC5900CE,,4169.75,2021-12-30,5900.0,0.05,75,CE,NFO-OPT,NFO
17264130,67438,JETAIRWAYS17JAN220PE,,0.05,2017-01-25,220.0,0.05,1000,PE,NFO-OPT,NFO
22281730,87038,NIITTECH17JAN490CE,,0.05,2017-01-25,490.0,0.05,1500,CE,NFO-OPT,NFO
24347650,95108,SUNPHARMA17FEB640PE,,19.15,2017-02-23,640.0,0.05,700,PE,NFO-OPT,NFO
18579714,72577,HINDUNILVR17FEB720PE,,0.2,2017-02-23,720.0,0.05,600,PE,NFO-OPT,NFO
11512322,44970,DABUR17MARFUT,,285.6,2017-03-30,-0.01,0.05,2500,FUT,NFO-FUT,NFO
9266946,36199,FTSE10017MAR7100PE,,20.45,2017-03-17,7100.0,0.05,100,PE,NFO-OPT,NFO
9268738,36206,MARUTI17FEB5900CE,,147.5,2017-02-23,5900.0,0.05,150,CE,NFO-OPT,NFO
9270786,36214,CAIRN17MAR370CE,,0.6,2017-03-30,370.0,0.05,3500,CE,NFO-OPT,NFO
11664130,45563,NIFTY17MAR9550CE,,9.15,2017-03-30,9550.0,0.05,75,CE,NFO-OPT,NFO
11667458,45576,NIFTY21DEC6000CE,,4099.65,2021-12-30,6000.0,0.05,75,CE,NFO-OPT,NFO
11683842,45640,NIFTY21DEC6200PE,,16.5,2021-12-30,6200.0,0.05,75,PE,NFO-OPT,NFO
14068738,54956,CONCOR17MAR1160PE,,39.5,2017-03-30,1160.0,0.05,500,PE,NFO-OPT,NFO
11514882,44980,DIVISLAB17MARFUT,,756.6,2017-03-30,-0.01,0.05,600,FUT,NFO-FUT,NFO
11680258,45626,NIFTY21DEC6000PE,,12.25,2021-12-30,6000.0,0.05,75,PE,NFO-OPT,NFO
11515138,44981,DLF17MARFUT,,124.15,2017-03-30,-0.01,0.05,5000,FUT,NFO-FUT,NFO
11515906,44984,DRREDDY17MARFUT,,3021.3,2017-03-30,-0.01,0.05,200,FUT,NFO-FUT,NFO
11680770,45628,NIFTY21DEC6100CE,,4029.75,2021-12-30,6100.0,0.05,75,CE,NFO-OPT,NFO
18588162,72610,HINDUNILVR17FEB1000CE,,0.05,2017-02-23,1000.0,0.05,600,CE,NFO-OPT,NFO
11681026,45629,NIFTY21DEC6100PE,,14.25,2021-12-30,6100.0,0.05,75,PE,NFO-OPT,NFO
11682050,45633,NIFTY21DEC6200CE,,3960.15,2021-12-30,6200.0,0.05,75,CE,NFO-OPT,NFO
9271554,36217,CAIRN17MAR370PE,,101.55,2017-03-30,370.0,0.05,3500,PE,NFO-OPT,NFO
9277186,36239,DISHTV17JAN137.5CE,,0.05,2017-01-25,137.5,0.05,7000,CE,NFO-OPT,NFO
14669826,57304,NIFTY17FEB8400CE,,176.1,2017-02-23,8400.0,0.05,75,CE,NFO-OPT,NFO
18588418,72611,HINDUNILVR17FEB1000PE,,164.65,2017-02-23,1000.0,0.05,600,PE,NFO-OPT,NFO
